transaction_id,amount,payment_method,merchant_category,customer_tenure_days,previous_success_rate,transaction_hour,retry_count,customer_monthly_transactions,failure_reason,action,simulated_success_probability,recovered,recovered_amount
TXN_000353,4262.71,upi,ecommerce,239,0.938,11,3,6,network_error,alternate_payment,0.4448,1,4262.71
TXN_000353,4262.71,upi,ecommerce,239,0.938,11,3,6,network_error,customer_followup,0.3448,0,0.0
TXN_000353,4262.71,upi,ecommerce,239,0.938,11,3,6,network_error,stop,0.01,0,0.0
TXN_000354,1540.81,netbanking,education,475,0.748,12,3,27,limit_exceeded,retry,0.1719,0,0.0
TXN_000354,1540.81,netbanking,education,475,0.748,12,3,27,limit_exceeded,retry_later,0.2719,0,0.0
TXN_000354,1540.81,netbanking,education,475,0.748,12,3,27,limit_exceeded,alternate_payment,0.5719,1,1540.81
TXN_000354,1540.81,netbanking,education,475,0.748,12,3,27,limit_exceeded,customer_followup,0.2719,0,0.0
TXN_000354,1540.81,netbanking,education,475,0.748,12,3,27,limit_exceeded,stop,0.01,0,0.0
TXN_000355,1773.99,wallet,food,524,0.697,4,3,11,bank_decline,retry,0.3516,0,0.0
TXN_000355,1773.99,wallet,food,524,0.697,4,3,11,bank_decline,retry_later,0.2516,0,0.0
TXN_000355,1773.99,wallet,food,524,0.697,4,3,11,bank_decline,alternate_payment,0.5516,0,0.0
TXN_000355,1773.99,wallet,food,524,0.697,4,3,11,bank_decline,customer_followup,0.2516,0,0.0
TXN_000355,1773.99,wallet,food,524,0.697,4,3,11,bank_decline,stop,0.01,0,0.0
TXN_000356,663.46,upi,saas,557,0.736,10,3,24,bank_decline,retry,0.3709,1,663.46
TXN_000356,663.46,upi,saas,557,0.736,10,3,24,bank_decline,retry_later,0.2709,0,0.0
TXN_000356,663.46,upi,saas,557,0.736,10,3,24,bank_decline,alternate_payment,0.5709,1,663.46
TXN_000356,663.46,upi,saas,557,0.736,10,3,24,bank_decline,customer_followup,0.2709,1,663.46
TXN_000356,663.46,upi,saas,557,0.736,10,3,24,bank_decline,stop,0.01,0,0.0
TXN_000357,1774.88,upi,food,1416,0.604,5,3,2,card_expired,retry,0.1573,1,1774.88
TXN_000357,1774.88,upi,food,1416,0.604,5,3,2,card_expired,retry_later,0.2573,0,0.0
TXN_000357,1774.88,upi,food,1416,0.604,5,3,2,card_expired,alternate_payment,0.5073,1,1774.88
TXN_000357,1774.88,upi,food,1416,0.604,5,3,2,card_expired,customer_followup,0.5573,0,0.0
TXN_000357,1774.88,upi,food,1416,0.604,5,3,2,card_expired,stop,0.01,0,0.0
TXN_000358,1354.71,card,food,9,0.669,4,3,13,insufficient_funds,retry,0.1615,0,0.0
TXN_000358,1354.71,card,food,9,0.669,4,3,13,insufficient_funds,retry_later,0.5115,0,0.0
TXN_000358,1354.71,card,food,9,0.669,4,3,13,insufficient_funds,alternate_payment,0.3115,0,0.0
TXN_000358,1354.71,card,food,9,0.669,4,3,13,insufficient_funds,customer_followup,0.3615,1,1354.71
TXN_000358,1354.71,card,food,9,0.669,4,3,13,insufficient_funds,stop,0.01,0,0.0
TXN_000359,2496.68,card,food,1413,0.934,12,3,18,card_expired,retry,0.3057,1,2496.68
TXN_000359,2496.68,card,food,1413,0.934,12,3,18,card_expired,retry_later,0.4057,0,0.0
TXN_000359,2496.68,card,food,1413,0.934,12,3,18,card_expired,alternate_payment,0.6557,1,2496.68
TXN_000359,2496.68,card,food,1413,0.934,12,3,18,card_expired,customer_followup,0.7057,1,2496.68
TXN_000359,2496.68,card,food,1413,0.934,12,3,18,card_expired,stop,0.01,0,0.0
TXN_000360,790.58,card,travel,1234,0.732,6,1,6,bank_decline,retry,0.5652,1,790.58
TXN_000360,790.58,card,travel,1234,0.732,6,1,6,bank_decline,retry_later,0.4652,0,0.0
TXN_000360,790.58,card,travel,1234,0.732,6,1,6,bank_decline,alternate_payment,0.7652,1,790.58
TXN_000360,790.58,card,travel,1234,0.732,6,1,6,bank_decline,customer_followup,0.4652,1,790.58
TXN_000360,790.58,card,travel,1234,0.732,6,1,6,bank_decline,stop,0.01,0,0.0
TXN_000361,3039.19,card,saas,1078,0.733,10,3,19,authentication_failed,retry,0.1973,0,0.0
TXN_000361,3039.19,card,saas,1078,0.733,10,3,19,authentication_failed,retry_later,0.2973,0,0.0
TXN_000361,3039.19,card,saas,1078,0.733,10,3,19,authentication_failed,alternate_payment,0.3973,1,3039.19
TXN_000361,3039.19,card,saas,1078,0.733,10,3,19,authentication_failed,customer_followup,0.5973,1,3039.19
TXN_000361,3039.19,card,saas,1078,0.733,10,3,19,authentication_failed,stop,0.01,0,0.0
TXN_000362,8372.76,card,food,616,0.927,14,1,3,authentication_failed,retry,0.42,0,0.0
TXN_000362,8372.76,card,food,616,0.927,14,1,3,authentication_failed,retry_later,0.52,0,0.0
TXN_000362,8372.76,card,food,616,0.927,14,1,3,authentication_failed,alternate_payment,0.62,1,8372.76
TXN_000362,8372.76,card,food,616,0.927,14,1,3,authentication_failed,customer_followup,0.82,1,8372.76
TXN_000362,8372.76,card,food,616,0.927,14,1,3,authentication_failed,stop,0.01,0,0.0
TXN_000363,1621.72,card,travel,152,0.891,5,2,8,authentication_failed,retry,0.2991,0,0.0
TXN_000363,1621.72,card,travel,152,0.891,5,2,8,authentication_failed,retry_later,0.3991,0,0.0
TXN_000363,1621.72,card,travel,152,0.891,5,2,8,authentication_failed,alternate_payment,0.4991,1,1621.72
TXN_000363,1621.72,card,travel,152,0.891,5,2,8,authentication_failed,customer_followup,0.6991,1,1621.72
TXN_000363,1621.72,card,travel,152,0.891,5,2,8,authentication_failed,stop,0.01,0,0.0
TXN_000364,2701.9,card,ecommerce,410,0.786,21,0,14,network_error,retry,0.9256,0,0.0
TXN_000364,2701.9,card,ecommerce,410,0.786,21,0,14,network_error,retry_later,0.7256,1,2701.9
TXN_000364,2701.9,card,ecommerce,410,0.786,21,0,14,network_error,alternate_payment,0.6256,0,0.0
TXN_000364,2701.9,card,ecommerce,410,0.786,21,0,14,network_error,customer_followup,0.5256,0,0.0
TXN_000364,2701.9,card,ecommerce,410,0.786,21,0,14,network_error,stop,0.01,0,0.0
TXN_000365,3605.24,upi,travel,10,0.851,5,2,19,network_error,retry,0.7735,1,3605.24
TXN_000365,3605.24,upi,travel,10,0.851,5,2,19,network_error,retry_later,0.5735,1,3605.24
TXN_000365,3605.24,upi,travel,10,0.851,5,2,19,network_error,alternate_payment,0.4735,0,0.0
TXN_000365,3605.24,upi,travel,10,0.851,5,2,19,network_error,customer_followup,0.3735,0,0.0
TXN_000365,3605.24,upi,travel,10,0.851,5,2,19,network_error,stop,0.01,0,0.0
TXN_000366,1210.49,card,ecommerce,957,0.827,10,2,29,bank_decline,retry,0.5132,0,0.0
TXN_000366,1210.49,card,ecommerce,957,0.827,10,2,29,bank_decline,retry_later,0.4132,1,1210.49
TXN_000366,1210.49,card,ecommerce,957,0.827,10,2,29,bank_decline,alternate_payment,0.7132,0,0.0
TXN_000366,1210.49,card,ecommerce,957,0.827,10,2,29,bank_decline,customer_followup,0.4132,0,0.0
TXN_000366,1210.49,card,ecommerce,957,0.827,10,2,29,bank_decline,stop,0.01,0,0.0
TXN_000367,2262.2,card,travel,552,0.836,15,1,6,card_expired,retry,0.3756,0,0.0
TXN_000367,2262.2,card,travel,552,0.836,15,1,6,card_expired,retry_later,0.4756,0,0.0
TXN_000367,2262.2,card,travel,552,0.836,15,1,6,card_expired,alternate_payment,0.7256,1,2262.2
TXN_000367,2262.2,card,travel,552,0.836,15,1,6,card_expired,customer_followup,0.7756,1,2262.2
TXN_000367,2262.2,card,travel,552,0.836,15,1,6,card_expired,stop,0.01,0,0.0
TXN_000368,1830.95,upi,food,556,0.909,12,0,17,limit_exceeded,retry,0.4887,0,0.0
TXN_000368,1830.95,upi,food,556,0.909,12,0,17,limit_exceeded,retry_later,0.5887,1,1830.95
TXN_000368,1830.95,upi,food,556,0.909,12,0,17,limit_exceeded,alternate_payment,0.8887,1,1830.95
TXN_000368,1830.95,upi,food,556,0.909,12,0,17,limit_exceeded,customer_followup,0.5887,0,0.0
TXN_000368,1830.95,upi,food,556,0.909,12,0,17,limit_exceeded,stop,0.01,0,0.0
TXN_000369,1993.56,upi,travel,880,0.844,2,0,19,network_error,retry,0.95,1,1993.56
TXN_000369,1993.56,upi,travel,880,0.844,2,0,19,network_error,retry_later,0.7767,1,1993.56
TXN_000369,1993.56,upi,travel,880,0.844,2,0,19,network_error,alternate_payment,0.6767,1,1993.56
TXN_000369,1993.56,upi,travel,880,0.844,2,0,19,network_error,customer_followup,0.5767,0,0.0
TXN_000369,1993.56,upi,travel,880,0.844,2,0,19,network_error,stop,0.01,0,0.0
TXN_000370,834.63,upi,travel,268,0.837,21,3,27,bank_decline,retry,0.4009,1,834.63
TXN_000370,834.63,upi,travel,268,0.837,21,3,27,bank_decline,retry_later,0.3009,1,834.63
TXN_000370,834.63,upi,travel,268,0.837,21,3,27,bank_decline,alternate_payment,0.6009,1,834.63
TXN_000370,834.63,upi,travel,268,0.837,21,3,27,bank_decline,customer_followup,0.3009,0,0.0
TXN_000370,834.63,upi,travel,268,0.837,21,3,27,bank_decline,stop,0.01,0,0.0
TXN_000371,1852.91,upi,food,1014,0.668,17,2,5,authentication_failed,retry,0.2447,0,0.0
TXN_000371,1852.91,upi,food,1014,0.668,17,2,5,authentication_failed,retry_later,0.3447,0,0.0
TXN_000371,1852.91,upi,food,1014,0.668,17,2,5,authentication_failed,alternate_payment,0.4447,0,0.0
TXN_000371,1852.91,upi,food,1014,0.668,17,2,5,authentication_failed,customer_followup,0.6447,0,0.0
TXN_000371,1852.91,upi,food,1014,0.668,17,2,5,authentication_failed,stop,0.01,0,0.0
TXN_000372,2975.0,netbanking,ecommerce,667,0.859,18,2,26,limit_exceeded,retry,0.3121,1,2975.0
TXN_000372,2975.0,netbanking,ecommerce,667,0.859,18,2,26,limit_exceeded,retry_later,0.4121,0,0.0
TXN_000372,2975.0,netbanking,ecommerce,667,0.859,18,2,26,limit_exceeded,alternate_payment,0.7121,1,2975.0
TXN_000372,2975.0,netbanking,ecommerce,667,0.859,18,2,26,limit_exceeded,customer_followup,0.4121,0,0.0
TXN_000372,2975.0,netbanking,ecommerce,667,0.859,18,2,26,limit_exceeded,stop,0.01,0,0.0
TXN_000373,7716.71,upi,food,451,0.957,15,1,14,authentication_failed,retry,0.4247,0,0.0
TXN_000373,7716.71,upi,food,451,0.957,15,1,14,authentication_failed,retry_later,0.5247,0,0.0
TXN_000373,7716.71,upi,food,451,0.957,15,1,14,authentication_failed,alternate_payment,0.6247,1,7716.71
TXN_000373,7716.71,upi,food,451,0.957,15,1,14,authentication_failed,customer_followup,0.8247,1,7716.71
TXN_000373,7716.71,upi,food,451,0.957,15,1,14,authentication_failed,stop,0.01,0,0.0
TXN_000374,4718.62,upi,saas,594,0.7,2,3,28,insufficient_funds,retry,0.2067,0,0.0
TXN_000374,4718.62,upi,saas,594,0.7,2,3,28,insufficient_funds,retry_later,0.5567,1,4718.62
TXN_000374,4718.62,upi,saas,594,0.7,2,3,28,insufficient_funds,alternate_payment,0.3567,1,4718.62
TXN_000374,4718.62,upi,saas,594,0.7,2,3,28,insufficient_funds,customer_followup,0.4067,1,4718.62
TXN_000374,4718.62,upi,saas,594,0.7,2,3,28,insufficient_funds,stop,0.01,0,0.0
TXN_000375,15571.26,wallet,travel,1221,0.716,18,0,4,card_expired,retry,0.3873,0,0.0
TXN_000375,15571.26,wallet,travel,1221,0.716,18,0,4,card_expired,retry_later,0.4873,1,15571.26
TXN_000375,15571.26,wallet,travel,1221,0.716,18,0,4,card_expired,alternate_payment,0.7373,1,15571.26
TXN_000375,15571.26,wallet,travel,1221,0.716,18,0,4,card_expired,customer_followup,0.7873,0,0.0
TXN_000375,15571.26,wallet,travel,1221,0.716,18,0,4,card_expired,stop,0.01,0,0.0
TXN_000376,839.37,netbanking,saas,398,0.868,13,2,24,bank_decline,retry,0.5018,0,0.0
TXN_000376,839.37,netbanking,saas,398,0.868,13,2,24,bank_decline,retry_later,0.4018,0,0.0
TXN_000376,839.37,netbanking,saas,398,0.868,13,2,24,bank_decline,alternate_payment,0.7018,1,839.37
TXN_000376,839.37,netbanking,saas,398,0.868,13,2,24,bank_decline,customer_followup,0.4018,1,839.37
TXN_000376,839.37,netbanking,saas,398,0.868,13,2,24,bank_decline,stop,0.01,0,0.0
TXN_000377,4325.66,upi,food,921,0.662,21,2,21,bank_decline,retry,0.437,0,0.0
TXN_000377,4325.66,upi,food,921,0.662,21,2,21,bank_decline,retry_later,0.337,0,0.0
TXN_000377,4325.66,upi,food,921,0.662,21,2,21,bank_decline,alternate_payment,0.637,1,4325.66
TXN_000377,4325.66,upi,food,921,0.662,21,2,21,bank_decline,customer_followup,0.337,0,0.0
TXN_000377,4325.66,upi,food,921,0.662,21,2,21,bank_decline,stop,0.01,0,0.0
TXN_000378,2171.87,upi,food,1076,0.741,17,2,1,limit_exceeded,retry,0.2808,0,0.0
TXN_000378,2171.87,upi,food,1076,0.741,17,2,1,limit_exceeded,retry_later,0.3808,1,2171.87
TXN_000378,2171.87,upi,food,1076,0.741,17,2,1,limit_exceeded,alternate_payment,0.6808,1,2171.87
TXN_000378,2171.87,upi,food,1076,0.741,17,2,1,limit_exceeded,customer_followup,0.3808,0,0.0
TXN_000378,2171.87,upi,food,1076,0.741,17,2,1,limit_exceeded,stop,0.01,0,0.0
TXN_000379,16152.06,card,education,1493,0.907,12,1,10,authentication_failed,retry,0.4078,1,16152.06
TXN_000379,16152.06,card,education,1493,0.907,12,1,10,authentication_failed,retry_later,0.5078,1,16152.06
TXN_000379,16152.06,card,education,1493,0.907,12,1,10,authentication_failed,alternate_payment,0.6078,0,0.0
TXN_000379,16152.06,card,education,1493,0.907,12,1,10,authentication_failed,customer_followup,0.8078,1,16152.06
TXN_000379,16152.06,card,education,1493,0.907,12,1,10,authentication_failed,stop,0.01,0,0.0
TXN_000380,805.69,upi,saas,1392,0.888,11,1,11,network_error,retry,0.9438,1,805.69
TXN_000380,805.69,upi,saas,1392,0.888,11,1,11,network_error,retry_later,0.7438,1,805.69
TXN_000380,805.69,upi,saas,1392,0.888,11,1,11,network_error,alternate_payment,0.6438,1,805.69
TXN_000380,805.69,upi,saas,1392,0.888,11,1,11,network_error,customer_followup,0.5438,1,805.69
TXN_000380,805.69,upi,saas,1392,0.888,11,1,11,network_error,stop,0.01,0,0.0
TXN_000381,780.77,wallet,education,1398,0.867,20,0,26,network_error,retry,0.95,1,780.77
TXN_000381,780.77,wallet,education,1398,0.867,20,0,26,network_error,retry_later,0.8147,1,780.77
TXN_000381,780.77,wallet,education,1398,0.867,20,0,26,network_error,alternate_payment,0.7147,0,0.0
TXN_000381,780.77,wallet,education,1398,0.867,20,0,26,network_error,customer_followup,0.6147,1,780.77
TXN_000381,780.77,wallet,education,1398,0.867,20,0,26,network_error,stop,0.01,0,0.0
TXN_000382,992.88,upi,saas,1083,0.843,2,3,16,bank_decline,retry,0.4471,1,992.88
TXN_000382,992.88,upi,saas,1083,0.843,2,3,16,bank_decline,retry_later,0.3471,0,0.0
TXN_000382,992.88,upi,saas,1083,0.843,2,3,16,bank_decline,alternate_payment,0.6471,1,992.88
TXN_000382,992.88,upi,saas,1083,0.843,2,3,16,bank_decline,customer_followup,0.3471,1,992.88
TXN_000382,992.88,upi,saas,1083,0.843,2,3,16,bank_decline,stop,0.01,0,0.0
TXN_000383,216.18,wallet,education,294,0.963,23,1,17,limit_exceeded,retry,0.419,1,216.18
TXN_000383,216.18,wallet,education,294,0.963,23,1,17,limit_exceeded,retry_later,0.519,0,0.0
TXN_000383,216.18,wallet,education,294,0.963,23,1,17,limit_exceeded,alternate_payment,0.819,0,0.0
TXN_000383,216.18,wallet,education,294,0.963,23,1,17,limit_exceeded,customer_followup,0.519,1,216.18
TXN_000383,216.18,wallet,education,294,0.963,23,1,17,limit_exceeded,stop,0.01,0,0.0
TXN_000384,1068.75,upi,education,788,0.981,22,0,3,network_error,retry,0.95,1,1068.75
TXN_000384,1068.75,upi,education,788,0.981,22,0,3,network_error,retry_later,0.8335,0,0.0
TXN_000384,1068.75,upi,education,788,0.981,22,0,3,network_error,alternate_payment,0.7335,1,1068.75
TXN_000384,1068.75,upi,education,788,0.981,22,0,3,network_error,customer_followup,0.6335,1,1068.75
TXN_000384,1068.75,upi,education,788,0.981,22,0,3,network_error,stop,0.01,0,0.0
TXN_000385,846.29,wallet,saas,952,0.868,4,2,5,bank_decline,retry,0.5314,0,0.0
TXN_000385,846.29,wallet,saas,952,0.868,4,2,5,bank_decline,retry_later,0.4314,1,846.29
TXN_000385,846.29,wallet,saas,952,0.868,4,2,5,bank_decline,alternate_payment,0.7314,1,846.29
TXN_000385,846.29,wallet,saas,952,0.868,4,2,5,bank_decline,customer_followup,0.4314,1,846.29
TXN_000385,846.29,wallet,saas,952,0.868,4,2,5,bank_decline,stop,0.01,0,0.0
TXN_000386,2101.47,upi,food,869,0.809,21,0,29,insufficient_funds,retry,0.5104,1,2101.47
TXN_000386,2101.47,upi,food,869,0.809,21,0,29,insufficient_funds,retry_later,0.8604,1,2101.47
TXN_000386,2101.47,upi,food,869,0.809,21,0,29,insufficient_funds,alternate_payment,0.6604,1,2101.47
TXN_000386,2101.47,upi,food,869,0.809,21,0,29,insufficient_funds,customer_followup,0.7104,1,2101.47
TXN_000386,2101.47,upi,food,869,0.809,21,0,29,insufficient_funds,stop,0.01,0,0.0
TXN_000387,2544.67,card,ecommerce,110,0.883,0,0,19,network_error,retry,0.95,1,2544.67
TXN_000387,2544.67,card,ecommerce,110,0.883,0,0,19,network_error,retry_later,0.7532,1,2544.67
TXN_000387,2544.67,card,ecommerce,110,0.883,0,0,19,network_error,alternate_payment,0.6532,1,2544.67
TXN_000387,2544.67,card,ecommerce,110,0.883,0,0,19,network_error,customer_followup,0.5532,0,0.0
TXN_000387,2544.67,card,ecommerce,110,0.883,0,0,19,network_error,stop,0.01,0,0.0
TXN_000388,11803.73,upi,food,107,0.622,12,2,11,insufficient_funds,retry,0.1756,0,0.0
TXN_000388,11803.73,upi,food,107,0.622,12,2,11,insufficient_funds,retry_later,0.5256,1,11803.73
TXN_000388,11803.73,upi,food,107,0.622,12,2,11,insufficient_funds,alternate_payment,0.3256,0,0.0
TXN_000388,11803.73,upi,food,107,0.622,12,2,11,insufficient_funds,customer_followup,0.3756,0,0.0
TXN_000388,11803.73,upi,food,107,0.622,12,2,11,insufficient_funds,stop,0.01,0,0.0
TXN_000389,4677.05,card,ecommerce,1013,0.552,14,2,21,limit_exceeded,retry,0.1924,1,4677.05
TXN_000389,4677.05,card,ecommerce,1013,0.552,14,2,21,limit_exceeded,retry_later,0.2924,0,0.0
TXN_000389,4677.05,card,ecommerce,1013,0.552,14,2,21,limit_exceeded,alternate_payment,0.5924,0,0.0
TXN_000389,4677.05,card,ecommerce,1013,0.552,14,2,21,limit_exceeded,customer_followup,0.2924,0,0.0
TXN_000389,4677.05,card,ecommerce,1013,0.552,14,2,21,limit_exceeded,stop,0.01,0,0.0
TXN_000390,1015.46,card,saas,297,0.959,5,1,1,card_expired,retry,0.4174,0,0.0
TXN_000390,1015.46,card,saas,297,0.959,5,1,1,card_expired,retry_later,0.5174,1,1015.46
TXN_000390,1015.46,card,saas,297,0.959,5,1,1,card_expired,alternate_payment,0.7674,1,1015.46
TXN_000390,1015.46,card,saas,297,0.959,5,1,1,card_expired,customer_followup,0.8174,1,1015.46
TXN_000390,1015.46,card,saas,297,0.959,5,1,1,card_expired,stop,0.01,0,0.0
TXN_000391,736.26,netbanking,travel,839,0.607,9,2,17,insufficient_funds,retry,0.2579,1,736.26
TXN_000391,736.26,netbanking,travel,839,0.607,9,2,17,insufficient_funds,retry_later,0.6079,1,736.26
TXN_000391,736.26,netbanking,travel,839,0.607,9,2,17,insufficient_funds,alternate_payment,0.4079,0,0.0
TXN_000391,736.26,netbanking,travel,839,0.607,9,2,17,insufficient_funds,customer_followup,0.4579,0,0.0
TXN_000391,736.26,netbanking,travel,839,0.607,9,2,17,insufficient_funds,stop,0.01,0,0.0
TXN_000392,2956.97,card,food,1119,0.822,13,2,7,card_expired,retry,0.3196,0,0.0
TXN_000392,2956.97,card,food,1119,0.822,13,2,7,card_expired,retry_later,0.4196,0,0.0
TXN_000392,2956.97,card,food,1119,0.822,13,2,7,card_expired,alternate_payment,0.6696,1,2956.97
TXN_000392,2956.97,card,food,1119,0.822,13,2,7,card_expired,customer_followup,0.7196,1,2956.97
TXN_000392,2956.97,card,food,1119,0.822,13,2,7,card_expired,stop,0.01,0,0.0
TXN_000393,482.88,upi,education,985,0.874,15,3,15,insufficient_funds,retry,0.3058,1,482.88
TXN_000393,482.88,upi,education,985,0.874,15,3,15,insufficient_funds,retry_later,0.6558,1,482.88
TXN_000393,482.88,upi,education,985,0.874,15,3,15,insufficient_funds,alternate_payment,0.4558,0,0.0
TXN_000393,482.88,upi,education,985,0.874,15,3,15,insufficient_funds,customer_followup,0.5058,1,482.88
TXN_000393,482.88,upi,education,985,0.874,15,3,15,insufficient_funds,stop,0.01,0,0.0
TXN_000394,11287.59,card,food,845,0.899,14,2,5,network_error,retry,0.7896,1,11287.59
TXN_000394,11287.59,card,food,845,0.899,14,2,5,network_error,retry_later,0.5896,1,11287.59
TXN_000394,11287.59,card,food,845,0.899,14,2,5,network_error,alternate_payment,0.4896,1,11287.59
TXN_000394,11287.59,card,food,845,0.899,14,2,5,network_error,customer_followup,0.3896,1,11287.59
TXN_000394,11287.59,card,food,845,0.899,14,2,5,network_error,stop,0.01,0,0.0
TXN_000395,5880.75,card,saas,1496,0.848,23,3,2,insufficient_funds,retry,0.3214,1,5880.75
TXN_000395,5880.75,card,saas,1496,0.848,23,3,2,insufficient_funds,retry_later,0.6714,0,0.0
TXN_000395,5880.75,card,saas,1496,0.848,23,3,2,insufficient_funds,alternate_payment,0.4714,1,5880.75
TXN_000395,5880.75,card,saas,1496,0.848,23,3,2,insufficient_funds,customer_followup,0.5214,1,5880.75
TXN_000395,5880.75,card,saas,1496,0.848,23,3,2,insufficient_funds,stop,0.01,0,0.0
TXN_000396,1130.96,wallet,travel,79,0.915,21,2,9,network_error,retry,0.806,0,0.0
TXN_000396,1130.96,wallet,travel,79,0.915,21,2,9,network_error,retry_later,0.606,1,1130.96
TXN_000396,1130.96,wallet,travel,79,0.915,21,2,9,network_error,alternate_payment,0.506,1,1130.96
TXN_000396,1130.96,wallet,travel,79,0.915,21,2,9,network_error,customer_followup,0.406,0,0.0
TXN_000396,1130.96,wallet,travel,79,0.915,21,2,9,network_error,stop,0.01,0,0.0
TXN_000397,325.99,card,travel,1274,0.662,3,1,9,bank_decline,retry,0.5358,1,325.99
TXN_000397,325.99,card,travel,1274,0.662,3,1,9,bank_decline,retry_later,0.4358,0,0.0
TXN_000397,325.99,card,travel,1274,0.662,3,1,9,bank_decline,alternate_payment,0.7358,1,325.99
TXN_000397,325.99,card,travel,1274,0.662,3,1,9,bank_decline,customer_followup,0.4358,0,0.0
TXN_000397,325.99,card,travel,1274,0.662,3,1,9,bank_decline,stop,0.01,0,0.0
TXN_000398,7001.45,upi,food,730,0.807,0,2,25,bank_decline,retry,0.4921,1,7001.45
TXN_000398,7001.45,upi,food,730,0.807,0,2,25,bank_decline,retry_later,0.3921,0,0.0
TXN_000398,7001.45,upi,food,730,0.807,0,2,25,bank_decline,alternate_payment,0.6921,1,7001.45
TXN_000398,7001.45,upi,food,730,0.807,0,2,25,bank_decline,customer_followup,0.3921,0,0.0
TXN_000398,7001.45,upi,food,730,0.807,0,2,25,bank_decline,stop,0.01,0,0.0
TXN_000399,1612.37,upi,food,339,0.748,4,0,20,card_expired,retry,0.4047,0,0.0
TXN_000399,1612.37,upi,food,339,0.748,4,0,20,card_expired,retry_later,0.5047,1,1612.37
TXN_000399,1612.37,upi,food,339,0.748,4,0,20,card_expired,alternate_payment,0.7547,1,1612.37
TXN_000399,1612.37,upi,food,339,0.748,4,0,20,card_expired,customer_followup,0.8047,1,1612.37
TXN_000399,1612.37,upi,food,339,0.748,4,0,20,card_expired,stop,0.01,0,0.0
TXN_000400,6234.27,upi,food,57,0.798,16,0,20,authentication_failed,retry,0.4121,0,0.0
TXN_000400,6234.27,upi,food,57,0.798,16,0,20,authentication_failed,retry_later,0.5121,0,0.0
TXN_000400,6234.27,upi,food,57,0.798,16,0,20,authentication_failed,alternate_payment,0.6121,1,6234.27
TXN_000400,6234.27,upi,food,57,0.798,16,0,20,authentication_failed,customer_followup,0.8121,1,6234.27
TXN_000400,6234.27,upi,food,57,0.798,16,0,20,authentication_failed,stop,0.01,0,0.0
TXN_000401,367.08,netbanking,saas,920,0.803,2,2,11,limit_exceeded,retry,0.3004,1,367.08
TXN_000401,367.08,netbanking,saas,920,0.803,2,2,11,limit_exceeded,retry_later,0.4004,1,367.08
TXN_000401,367.08,netbanking,saas,920,0.803,2,2,11,limit_exceeded,alternate_payment,0.7004,0,0.0
TXN_000401,367.08,netbanking,saas,920,0.803,2,2,11,limit_exceeded,customer_followup,0.4004,1,367.08
TXN_000401,367.08,netbanking,saas,920,0.803,2,2,11,limit_exceeded,stop,0.01,0,0.0
TXN_000402,992.9,upi,ecommerce,147,0.851,9,0,25,insufficient_funds,retry,0.4908,0,0.0
TXN_000402,992.9,upi,ecommerce,147,0.851,9,0,25,insufficient_funds,retry_later,0.8408,1,992.9
TXN_000402,992.9,upi,ecommerce,147,0.851,9,0,25,insufficient_funds,alternate_payment,0.6408,0,0.0
TXN_000402,992.9,upi,ecommerce,147,0.851,9,0,25,insufficient_funds,customer_followup,0.6908,1,992.9
TXN_000402,992.9,upi,ecommerce,147,0.851,9,0,25,insufficient_funds,stop,0.01,0,0.0
TXN_000403,1817.55,upi,ecommerce,746,0.874,13,1,12,network_error,retry,0.9031,1,1817.55
TXN_000403,1817.55,upi,ecommerce,746,0.874,13,1,12,network_error,retry_later,0.7031,1,1817.55
TXN_000403,1817.55,upi,ecommerce,746,0.874,13,1,12,network_error,alternate_payment,0.6031,0,0.0
TXN_000403,1817.55,upi,ecommerce,746,0.874,13,1,12,network_error,customer_followup,0.5031,1,1817.55
TXN_000403,1817.55,upi,ecommerce,746,0.874,13,1,12,network_error,stop,0.01,0,0.0
TXN_000404,1895.01,netbanking,education,1041,0.974,23,2,1,authentication_failed,retry,0.3838,0,0.0
TXN_000404,1895.01,netbanking,education,1041,0.974,23,2,1,authentication_failed,retry_later,0.4838,1,1895.01
TXN_000404,1895.01,netbanking,education,1041,0.974,23,2,1,authentication_failed,alternate_payment,0.5838,0,0.0
TXN_000404,1895.01,netbanking,education,1041,0.974,23,2,1,authentication_failed,customer_followup,0.7838,1,1895.01
TXN_000404,1895.01,netbanking,education,1041,0.974,23,2,1,authentication_failed,stop,0.01,0,0.0
TXN_000405,1152.78,card,saas,368,0.807,8,2,24,bank_decline,retry,0.4728,0,0.0
TXN_000405,1152.78,card,saas,368,0.807,8,2,24,bank_decline,retry_later,0.3728,0,0.0
TXN_000405,1152.78,card,saas,368,0.807,8,2,24,bank_decline,alternate_payment,0.6728,0,0.0
TXN_000405,1152.78,card,saas,368,0.807,8,2,24,bank_decline,customer_followup,0.3728,1,1152.78
TXN_000405,1152.78,card,saas,368,0.807,8,2,24,bank_decline,stop,0.01,0,0.0
TXN_000406,3370.61,upi,travel,709,0.878,15,1,17,network_error,retry,0.9029,1,3370.61
TXN_000406,3370.61,upi,travel,709,0.878,15,1,17,network_error,retry_later,0.7029,0,0.0
TXN_000406,3370.61,upi,travel,709,0.878,15,1,17,network_error,alternate_payment,0.6029,0,0.0
TXN_000406,3370.61,upi,travel,709,0.878,15,1,17,network_error,customer_followup,0.5029,1,3370.61
