transaction_id,amount,failure_reason,action,success_probability,expected_revenue,success,recovered_amount
TXN_001769,2045.11,limit_exceeded,alternate_payment,0.6425,1313.9831749999998,1,2045.11
TXN_001770,3138.45,card_expired,customer_followup,0.8434,2646.96873,1,3138.45
TXN_001771,1888.62,authentication_failed,customer_followup,0.871,1644.98802,1,1888.62
TXN_001772,9848.27,limit_exceeded,alternate_payment,0.7925,7804.7539750000005,1,9848.27
TXN_001773,970.05,authentication_failed,customer_followup,0.7702,747.1325099999999,0,0.0
TXN_001774,2196.47,authentication_failed,customer_followup,0.8173,1795.1749309999998,0,0.0
TXN_001775,860.51,limit_exceeded,alternate_payment,0.5717,491.95356699999996,0,0.0
TXN_001776,482.98,bank_decline,alternate_payment,0.787,380.10526000000004,1,482.98
TXN_001777,980.66,network_error,retry_later,0.576,564.86016,0,0.0
TXN_001778,1742.3,card_expired,customer_followup,0.7338,1278.49974,1,1742.3
TXN_001779,1176.97,authentication_failed,customer_followup,0.8034,945.577698,1,1176.97
TXN_001780,904.68,limit_exceeded,alternate_payment,0.7306,660.959208,0,0.0
TXN_001781,443.05,authentication_failed,customer_followup,0.7586,336.09773,1,443.05
TXN_001782,1663.86,insufficient_funds,retry_later,0.7868,1309.125048,0,0.0
TXN_001783,401.53,insufficient_funds,retry_later,0.7055,283.279415,1,401.53
TXN_001784,3866.31,insufficient_funds,retry_later,0.8476,3277.084356,1,3866.31
TXN_001785,1963.41,card_expired,customer_followup,0.8284,1626.4888440000002,1,1963.41
TXN_001786,420.92,network_error,retry_later,0.6595,277.59674,0,0.0
TXN_001787,1327.15,card_expired,customer_followup,0.6009,797.4844350000001,0,0.0
TXN_001788,852.22,limit_exceeded,alternate_payment,0.6496,553.602112,1,852.22
TXN_001789,2487.85,card_expired,customer_followup,0.6767,1683.528095,1,2487.85
TXN_001790,6908.1,limit_exceeded,alternate_payment,0.8027,5545.13187,1,6908.1
TXN_001791,277.22,bank_decline,alternate_payment,0.553,153.30266000000003,1,277.22
TXN_001792,2028.45,card_expired,customer_followup,0.819,1661.30055,1,2028.45
TXN_001793,1540.51,insufficient_funds,retry_later,0.6996,1077.740796,1,1540.51
TXN_001794,3538.08,insufficient_funds,retry_later,0.9217,3261.048336,1,3538.08
TXN_001795,2237.68,authentication_failed,customer_followup,0.8206,1836.240208,1,2237.68
TXN_001796,852.38,limit_exceeded,alternate_payment,0.9255,788.87769,1,852.38
TXN_001797,1314.15,limit_exceeded,alternate_payment,0.6772,889.9423800000001,0,0.0
TXN_001798,815.64,authentication_failed,customer_followup,0.7294,594.927816,1,815.64
TXN_001799,5302.89,insufficient_funds,retry_later,0.7218,3827.6260020000004,1,5302.89
TXN_001800,1846.99,card_expired,customer_followup,0.7679,1418.303621,1,1846.99
TXN_001801,12102.78,card_expired,customer_followup,0.5664,6855.014592,0,0.0
TXN_001802,1701.63,limit_exceeded,alternate_payment,0.7065,1202.201595,0,0.0
TXN_001803,890.33,network_error,retry_later,0.5262,468.491646,1,890.33
TXN_001804,397.93,card_expired,customer_followup,0.8641,343.851313,1,397.93
TXN_001805,297.93,bank_decline,alternate_payment,0.7162,213.377466,1,297.93
TXN_001806,370.87,bank_decline,alternate_payment,0.812,301.14644000000004,1,370.87
TXN_001807,2361.68,card_expired,customer_followup,0.7116,1680.5714879999998,1,2361.68
TXN_001808,3007.08,authentication_failed,customer_followup,0.7219,2170.811052,1,3007.08
TXN_001809,371.97,authentication_failed,customer_followup,0.6143,228.501171,1,371.97
TXN_001810,4425.06,authentication_failed,customer_followup,0.6736,2980.720416,1,4425.06
TXN_001811,1115.37,bank_decline,alternate_payment,0.6696,746.8517519999999,1,1115.37
TXN_001812,2093.92,insufficient_funds,retry_later,0.6406,1341.3651519999999,0,0.0
TXN_001813,9065.4,limit_exceeded,alternate_payment,0.7364,6675.760560000001,1,9065.4
TXN_001814,4433.03,network_error,retry,0.927,4109.41881,1,4433.03
TXN_001815,1382.25,limit_exceeded,alternate_payment,0.7739,1069.723275,1,1382.25
TXN_001816,741.6,authentication_failed,customer_followup,0.8629,639.92664,0,0.0
TXN_001817,210.23,card_expired,customer_followup,0.8825,185.52797499999997,1,210.23
TXN_001818,880.81,insufficient_funds,retry_later,0.6403,563.9826429999999,0,0.0
TXN_001819,1463.92,network_error,retry,0.9325,1365.1054000000001,1,1463.92
TXN_001820,673.72,insufficient_funds,retry_later,0.6201,417.773772,1,673.72
TXN_001821,1585.64,card_expired,customer_followup,0.7649,1212.8560360000001,1,1585.64
TXN_001822,1952.47,insufficient_funds,retry_later,0.6131,1197.0593569999999,1,1952.47
TXN_001823,1443.96,network_error,retry_later,0.5702,823.345992,0,0.0
TXN_001824,943.88,card_expired,customer_followup,0.7918,747.3641839999999,1,943.88
TXN_001825,2140.2,bank_decline,alternate_payment,0.8356,1788.3511199999998,1,2140.2
TXN_001826,2812.81,insufficient_funds,retry_later,0.6564,1846.328484,1,2812.81
TXN_001827,607.65,card_expired,customer_followup,0.6856,416.60483999999997,1,607.65
TXN_001828,7412.57,insufficient_funds,retry_later,0.8907,6602.376099,0,0.0
TXN_001829,1638.3,card_expired,customer_followup,0.7019,1149.92277,0,0.0
TXN_001830,1842.45,authentication_failed,customer_followup,0.8134,1498.64883,1,1842.45
TXN_001831,3670.98,insufficient_funds,retry_later,0.8759,3215.4113820000002,0,0.0
TXN_001832,2282.93,authentication_failed,customer_followup,0.6194,1414.0468419999997,1,2282.93
TXN_001833,4689.76,authentication_failed,customer_followup,0.8476,3975.0405760000003,1,4689.76
TXN_001834,2409.38,bank_decline,alternate_payment,0.7147,1721.983886,0,0.0
TXN_001835,980.01,authentication_failed,customer_followup,0.7448,729.9114480000001,0,0.0
TXN_001836,2595.42,insufficient_funds,retry_later,0.6974,1810.045908,1,2595.42
TXN_001837,576.1,insufficient_funds,retry_later,0.6342,365.36262,1,576.1
TXN_001838,2015.37,network_error,retry,0.9105,1834.994385,1,2015.37
TXN_001839,1748.95,authentication_failed,customer_followup,0.6962,1217.6189900000002,0,0.0
TXN_001840,1468.33,limit_exceeded,alternate_payment,0.6688,982.0191039999999,1,1468.33
TXN_001841,1589.96,bank_decline,alternate_payment,0.6442,1024.252232,1,1589.96
TXN_001842,275.38,card_expired,customer_followup,0.8513,234.43099399999997,1,275.38
TXN_001843,1044.48,card_expired,customer_followup,0.7663,800.385024,1,1044.48
TXN_001844,1983.95,card_expired,customer_followup,0.918,1821.2661,1,1983.95
TXN_001845,2121.45,bank_decline,alternate_payment,0.6276,1331.42202,0,0.0
TXN_001846,646.99,bank_decline,alternate_payment,0.858,555.11742,1,646.99
TXN_001847,6410.6,network_error,retry_later,0.5892,3777.12552,1,6410.6
TXN_001848,760.39,network_error,retry,0.9177,697.809903,1,760.39
TXN_001849,4766.93,card_expired,customer_followup,0.8327,3969.4226110000004,0,0.0
TXN_001850,2771.64,authentication_failed,customer_followup,0.6284,1741.6985759999998,0,0.0
TXN_001851,947.45,bank_decline,alternate_payment,0.7893,747.8222850000001,1,947.45
TXN_001852,10671.28,authentication_failed,customer_followup,0.6546,6985.419888,0,0.0
TXN_001853,548.05,network_error,retry_later,0.5022,275.23071,0,0.0
TXN_001854,4533.07,authentication_failed,customer_followup,0.8748,3965.5296359999998,1,4533.07
TXN_001855,4917.63,insufficient_funds,retry_later,0.5751,2828.1290129999998,0,0.0
TXN_001856,924.62,bank_decline,alternate_payment,0.6345,586.67139,1,924.62
TXN_001857,7276.94,bank_decline,alternate_payment,0.8898,6475.021212,1,7276.94
TXN_001858,1408.04,card_expired,customer_followup,0.5526,778.082904,1,1408.04
TXN_001859,2413.16,limit_exceeded,alternate_payment,0.6019,1452.481004,0,0.0
TXN_001860,2345.66,card_expired,customer_followup,0.6789,1592.4685739999998,0,0.0
TXN_001861,1580.81,card_expired,customer_followup,0.8815,1393.4840149999998,1,1580.81
TXN_001862,4067.6,insufficient_funds,retry_later,0.5817,2366.12292,0,0.0
TXN_001863,3997.76,card_expired,customer_followup,0.8014,3203.804864,1,3997.76
TXN_001864,314.65,card_expired,customer_followup,0.9168,288.47112,1,314.65
TXN_001865,6663.1,bank_decline,alternate_payment,0.8409,5603.00079,0,0.0
TXN_001866,342.92,limit_exceeded,alternate_payment,0.6789,232.80838799999998,0,0.0
TXN_001867,5077.36,authentication_failed,customer_followup,0.4962,2519.386032,1,5077.36
TXN_001868,5578.67,bank_decline,alternate_payment,0.6745,3762.812915,1,5578.67
TXN_001869,607.31,authentication_failed,customer_followup,0.5701,346.227431,1,607.31
TXN_001870,1198.93,bank_decline,alternate_payment,0.8328,998.4689040000001,1,1198.93
TXN_001871,598.42,insufficient_funds,retry_later,0.8743,523.1986059999999,1,598.42
TXN_001872,1458.38,authentication_failed,customer_followup,0.8992,1311.3752960000002,1,1458.38
TXN_001873,1328.71,insufficient_funds,retry_later,0.4108,545.834068,0,0.0
TXN_001874,3942.86,bank_decline,alternate_payment,0.95,3745.717,1,3942.86
TXN_001875,6702.99,network_error,retry_later,0.6077,4073.407023,0,0.0
TXN_001876,7300.4,insufficient_funds,retry_later,0.5917,4319.64668,1,7300.4
TXN_001877,1030.53,card_expired,customer_followup,0.6806,701.3787179999999,1,1030.53
TXN_001878,1466.71,network_error,retry,0.95,1393.3745,1,1466.71
TXN_001879,335.82,bank_decline,alternate_payment,0.6452,216.671064,1,335.82
TXN_001880,807.65,network_error,retry,0.8457,683.029605,1,807.65
TXN_001881,4745.02,insufficient_funds,retry_later,0.624,2960.8924800000004,0,0.0
TXN_001882,9095.93,network_error,retry,0.9211,8378.261123,1,9095.93
TXN_001883,526.18,bank_decline,alternate_payment,0.6035,317.54963,0,0.0
TXN_001884,999.78,network_error,retry,0.95,949.7909999999999,1,999.78
TXN_001885,1760.92,insufficient_funds,retry_later,0.635,1118.1842000000001,1,1760.92
TXN_001886,2392.66,authentication_failed,customer_followup,0.8912,2132.338592,1,2392.66
TXN_001887,804.64,authentication_failed,customer_followup,0.616,495.65824,1,804.64
TXN_001888,2762.97,limit_exceeded,alternate_payment,0.6563,1813.3372109999998,1,2762.97
TXN_001889,1125.7,limit_exceeded,alternate_payment,0.6934,780.56038,0,0.0
TXN_001890,1782.1,insufficient_funds,retry_later,0.893,1591.4153,0,0.0
TXN_001891,3122.17,bank_decline,alternate_payment,0.575,1795.24775,1,3122.17
TXN_001892,1819.69,network_error,retry_later,0.6107,1111.284683,1,1819.69
TXN_001893,1168.66,card_expired,customer_followup,0.8178,955.730148,1,1168.66
TXN_001894,1620.34,limit_exceeded,alternate_payment,0.771,1249.28214,1,1620.34
TXN_001895,1655.13,insufficient_funds,retry_later,0.6834,1131.1158420000002,1,1655.13
TXN_001896,1248.86,network_error,retry,0.8996,1123.474456,1,1248.86
TXN_001897,1395.77,bank_decline,alternate_payment,0.7247,1011.514519,1,1395.77
TXN_001898,8943.19,limit_exceeded,alternate_payment,0.5477,4898.185163,1,8943.19
TXN_001899,3168.2,network_error,retry,0.8434,2672.05988,1,3168.2
TXN_001900,1345.5,bank_decline,alternate_payment,0.8415,1132.23825,1,1345.5
TXN_001901,3629.88,insufficient_funds,retry_later,0.7282,2643.278616,1,3629.88
TXN_001902,1294.89,network_error,retry,0.7917,1025.164413,1,1294.89
TXN_001903,5843.73,card_expired,customer_followup,0.8116,4742.7712679999995,1,5843.73
TXN_001904,2616.63,limit_exceeded,alternate_payment,0.7344,1921.6530720000003,1,2616.63
TXN_001905,1624.08,card_expired,customer_followup,0.6951,1128.8980080000001,0,0.0
TXN_001906,2829.11,network_error,retry_later,0.6034,1707.084974,1,2829.11
TXN_001907,375.83,insufficient_funds,retry_later,0.845,317.57635,0,0.0
TXN_001908,585.95,authentication_failed,customer_followup,0.8893,521.085335,1,585.95
TXN_001909,547.89,bank_decline,alternate_payment,0.7087,388.289643,1,547.89
TXN_001910,2085.87,authentication_failed,customer_followup,0.7686,1603.1996819999997,1,2085.87
TXN_001911,10224.22,bank_decline,alternate_payment,0.6326,6467.841572,1,10224.22
TXN_001912,16836.43,bank_decline,alternate_payment,0.6144,10344.302592,0,0.0
TXN_001913,3422.24,bank_decline,alternate_payment,0.9051,3097.469424,0,0.0
TXN_001914,2983.48,authentication_failed,customer_followup,0.6931,2067.849988,1,2983.48
TXN_001915,298.55,card_expired,customer_followup,0.7261,216.777155,1,298.55
TXN_001916,1050.82,card_expired,customer_followup,0.836,878.48552,1,1050.82
TXN_001917,822.39,card_expired,customer_followup,0.7263,597.3018569999999,0,0.0
TXN_001918,971.8,insufficient_funds,retry_later,0.7749,753.04782,1,971.8
TXN_001919,1528.22,authentication_failed,customer_followup,0.6685,1021.61507,1,1528.22
TXN_001920,1127.67,bank_decline,alternate_payment,0.8464,954.4598880000001,1,1127.67
TXN_001921,249.81,insufficient_funds,retry_later,0.901,225.07881,1,249.81
TXN_001922,3819.64,insufficient_funds,retry_later,0.6206,2370.468584,1,3819.64
TXN_001923,618.48,authentication_failed,customer_followup,0.719,444.68712,1,618.48
TXN_001924,2296.74,network_error,retry,0.6871,1578.090054,1,2296.74
TXN_001925,14387.03,limit_exceeded,alternate_payment,0.7756,11158.580468,0,0.0
TXN_001926,720.98,network_error,retry_later,0.55,396.53900000000004,1,720.98
TXN_001927,143.99,card_expired,customer_followup,0.8517,122.636283,1,143.99
TXN_001928,1358.31,card_expired,customer_followup,0.5726,777.7683059999999,1,1358.31
TXN_001929,5436.87,card_expired,customer_followup,0.6403,3481.227861,0,0.0
TXN_001930,12814.69,network_error,retry,0.8224,10538.801056,1,12814.69
TXN_001931,528.72,limit_exceeded,alternate_payment,0.7167,378.933624,1,528.72
TXN_001932,2971.13,insufficient_funds,retry_later,0.6593,1958.866009,1,2971.13
TXN_001933,1135.34,insufficient_funds,retry_later,0.8406,954.366804,1,1135.34
TXN_001934,1626.28,insufficient_funds,retry_later,0.8302,1350.137656,1,1626.28
TXN_001935,25446.75,card_expired,customer_followup,0.4639,11804.747325,0,0.0
TXN_001936,402.23,limit_exceeded,alternate_payment,0.7752,311.808696,0,0.0
TXN_001937,2330.27,network_error,retry,0.9047,2108.195269,1,2330.27
TXN_001938,2886.19,limit_exceeded,alternate_payment,0.7326,2114.422794,0,0.0
TXN_001939,5355.0,limit_exceeded,alternate_payment,0.6269,3357.0495,1,5355.0
TXN_001940,1994.17,card_expired,customer_followup,0.696,1387.9423199999999,1,1994.17
TXN_001941,2460.33,bank_decline,alternate_payment,0.5442,1338.911586,1,2460.33
TXN_001942,1222.13,card_expired,customer_followup,0.8171,998.6024230000002,1,1222.13
TXN_001943,2366.4,bank_decline,alternate_payment,0.8719,2063.26416,1,2366.4
TXN_001944,1282.81,limit_exceeded,alternate_payment,0.6547,839.8557069999999,0,0.0
TXN_001945,3366.31,bank_decline,alternate_payment,0.7298,2456.733038,0,0.0
TXN_001946,1249.36,network_error,retry,0.8466,1057.7081759999999,1,1249.36
TXN_001947,2636.22,limit_exceeded,alternate_payment,0.5721,1508.181462,1,2636.22
TXN_001948,1755.9,insufficient_funds,retry_later,0.6022,1057.40298,1,1755.9
TXN_001949,5575.01,authentication_failed,customer_followup,0.7081,3947.664581,1,5575.01
TXN_001950,1717.47,card_expired,customer_followup,0.7617,1308.196899,1,1717.47
TXN_001951,307.04,network_error,retry_later,0.6178,189.68931200000003,1,307.04
TXN_001952,6386.37,card_expired,customer_followup,0.8705,5559.335085000001,1,6386.37
TXN_001953,730.89,bank_decline,alternate_payment,0.8069,589.755141,1,730.89
TXN_001954,940.33,insufficient_funds,retry_later,0.5568,523.575744,0,0.0
TXN_001955,996.59,insufficient_funds,retry_later,0.7616,759.0029440000001,0,0.0
TXN_001956,7146.93,authentication_failed,customer_followup,0.6367,4550.450331000001,0,0.0
TXN_001957,213.65,bank_decline,alternate_payment,0.813,173.69745,1,213.65
TXN_001958,41678.83,authentication_failed,customer_followup,0.777,32384.450910000003,1,41678.83
TXN_001959,5198.14,card_expired,customer_followup,0.571,2968.13794,0,0.0
TXN_001960,2260.27,insufficient_funds,retry_later,0.7503,1695.880581,0,0.0
TXN_001961,1711.47,insufficient_funds,retry_later,0.7283,1246.463601,1,1711.47
TXN_001962,2405.6,authentication_failed,customer_followup,0.6192,1489.5475199999998,1,2405.6
TXN_001963,3044.59,limit_exceeded,alternate_payment,0.8252,2512.395668,0,0.0
TXN_001964,3446.85,limit_exceeded,alternate_payment,0.6796,2342.47926,1,3446.85
TXN_001965,3151.41,limit_exceeded,alternate_payment,0.8431,2656.953771,1,3151.41
TXN_001966,1977.48,bank_decline,alternate_payment,0.5051,998.825148,0,0.0
TXN_001967,1484.25,insufficient_funds,retry_later,0.7673,1138.865025,1,1484.25
TXN_001968,1554.22,network_error,retry_later,0.5569,865.5451179999999,1,1554.22
TXN_001969,1487.86,limit_exceeded,alternate_payment,0.844,1255.7538399999999,1,1487.86
TXN_001970,5618.22,network_error,retry_later,0.5604,3148.4504880000004,1,5618.22
TXN_001971,3273.31,bank_decline,alternate_payment,0.727,2379.69637,1,3273.31
TXN_001972,95.55,bank_decline,alternate_payment,0.5856,55.95408,0,0.0
TXN_001973,3483.88,limit_exceeded,alternate_payment,0.7613,2652.277844,1,3483.88
TXN_001974,2196.75,authentication_failed,customer_followup,0.7921,1740.045675,1,2196.75
TXN_001975,1774.53,bank_decline,alternate_payment,0.5985,1062.056205,1,1774.53
TXN_001976,1225.96,authentication_failed,customer_followup,0.7844,961.643024,0,0.0
TXN_001977,5564.22,bank_decline,alternate_payment,0.7332,4079.686104,1,5564.22
TXN_001978,4663.52,network_error,retry_later,0.5485,2557.94072,1,4663.52
TXN_001979,834.74,insufficient_funds,retry_later,0.5531,461.694694,0,0.0
TXN_001980,2716.37,bank_decline,alternate_payment,0.6241,1695.286517,0,0.0
TXN_001981,684.26,bank_decline,alternate_payment,0.9062,620.076412,1,684.26
TXN_001982,455.04,limit_exceeded,alternate_payment,0.8482,385.964928,1,455.04
TXN_001983,966.11,bank_decline,alternate_payment,0.746,720.71806,1,966.11
TXN_001984,4282.93,network_error,retry_later,0.5912,2532.068216,1,4282.93
TXN_001985,4689.71,card_expired,customer_followup,0.7358,3450.688618,1,4689.71
TXN_001986,3020.22,bank_decline,alternate_payment,0.7041,2126.536902,1,3020.22
TXN_001987,3733.48,network_error,retry_later,0.5537,2067.227876,0,0.0
TXN_001988,3029.58,insufficient_funds,retry_later,0.5851,1772.6072579999998,1,3029.58
TXN_001989,951.96,network_error,retry,0.9094,865.712424,1,951.96
TXN_001990,2784.78,bank_decline,alternate_payment,0.6475,1803.14505,0,0.0
TXN_001991,4025.52,insufficient_funds,retry_later,0.5724,2304.207648,0,0.0
TXN_001992,3844.09,limit_exceeded,alternate_payment,0.8166,3139.083894,1,3844.09
TXN_001993,5936.73,network_error,retry,0.95,5639.893499999999,1,5936.73
TXN_001994,3671.31,authentication_failed,customer_followup,0.7121,2614.3398509999997,1,3671.31
TXN_001995,2569.45,bank_decline,alternate_payment,0.8762,2251.35209,1,2569.45
TXN_001996,5271.92,card_expired,customer_followup,0.6059,3194.256328,0,0.0
TXN_001997,1760.72,network_error,retry,0.9382,1651.907504,0,0.0
TXN_001998,748.54,card_expired,customer_followup,0.8701,651.3046539999999,1,748.54
TXN_001999,1535.99,network_error,retry_later,0.5141,789.652459,1,1535.99
TXN_002000,858.42,insufficient_funds,retry_later,0.7525,645.9610499999999,1,858.42
TXN_002001,920.41,card_expired,customer_followup,0.8484,780.875844,1,920.41
TXN_002002,1564.75,limit_exceeded,alternate_payment,0.7466,1168.24235,1,1564.75
TXN_002003,818.59,bank_decline,alternate_payment,0.7751,634.489109,0,0.0
TXN_002004,1328.81,card_expired,customer_followup,0.8473,1125.900713,1,1328.81
TXN_002005,272.16,bank_decline,alternate_payment,0.7828,213.04684800000004,1,272.16
TXN_002006,2237.9,insufficient_funds,retry_later,0.5989,1340.27831,0,0.0
TXN_002007,1810.22,limit_exceeded,alternate_payment,0.5081,919.772782,1,1810.22
TXN_002008,798.64,limit_exceeded,alternate_payment,0.8817,704.160888,1,798.64
TXN_002009,3495.55,bank_decline,alternate_payment,0.93,3250.8615000000004,1,3495.55
TXN_002010,4617.32,network_error,retry_later,0.4565,2107.80658,0,0.0
TXN_002011,362.29,bank_decline,alternate_payment,0.6842,247.87881800000002,1,362.29
TXN_002012,843.26,card_expired,customer_followup,0.5974,503.763524,1,843.26
TXN_002013,837.87,card_expired,customer_followup,0.7341,615.080367,0,0.0
TXN_002014,706.34,network_error,retry,0.95,671.023,1,706.34
TXN_002015,4144.24,bank_decline,alternate_payment,0.5889,2440.542936,1,4144.24
TXN_002016,1489.47,bank_decline,alternate_payment,0.5926,882.659922,1,1489.47
TXN_002017,1387.81,bank_decline,alternate_payment,0.7977,1107.0560369999998,1,1387.81
TXN_002018,243.75,authentication_failed,customer_followup,0.7206,175.64625,0,0.0
TXN_002019,3413.24,limit_exceeded,alternate_payment,0.8774,2994.7767759999997,1,3413.24
TXN_002020,523.61,authentication_failed,customer_followup,0.6828,357.52090799999996,1,523.61
TXN_002021,1919.72,limit_exceeded,alternate_payment,0.638,1224.78136,0,0.0
TXN_002022,2386.01,card_expired,customer_followup,0.5261,1255.2798610000002,0,0.0
TXN_002023,7049.12,limit_exceeded,alternate_payment,0.5608,3953.146496,0,0.0
TXN_002024,488.42,card_expired,customer_followup,0.5972,291.684424,1,488.42
TXN_002025,88.28,insufficient_funds,retry_later,0.647,57.117160000000005,1,88.28
TXN_002026,2172.97,bank_decline,alternate_payment,0.6016,1307.258752,1,2172.97
TXN_002027,10943.61,card_expired,customer_followup,0.6654,7281.878094000001,0,0.0
TXN_002028,6241.32,insufficient_funds,retry_later,0.7566,4722.182712,0,0.0
TXN_002029,2229.78,limit_exceeded,alternate_payment,0.7839,1747.9245420000002,1,2229.78
TXN_002030,1105.84,authentication_failed,customer_followup,0.5925,655.2102,0,0.0
TXN_002031,4052.64,card_expired,customer_followup,0.6981,2829.147984,1,4052.64
TXN_002032,682.97,bank_decline,alternate_payment,0.9323,636.732931,1,682.97
TXN_002033,2911.31,limit_exceeded,alternate_payment,0.7014,2041.9928340000001,1,2911.31
TXN_002034,2997.31,card_expired,customer_followup,0.4963,1487.564953,0,0.0
TXN_002035,5219.78,authentication_failed,customer_followup,0.6879,3590.6866619999996,1,5219.78
TXN_002036,28557.08,insufficient_funds,retry_later,0.8113,23168.359004,1,28557.08
TXN_002037,2676.9,insufficient_funds,retry_later,0.6992,1871.6884800000003,1,2676.9
TXN_002038,1086.85,insufficient_funds,retry_later,0.8204,891.6517399999999,1,1086.85
TXN_002039,1762.39,limit_exceeded,alternate_payment,0.6034,1063.426126,1,1762.39
TXN_002040,308.25,bank_decline,alternate_payment,0.6246,192.53295,1,308.25
TXN_002041,902.61,card_expired,customer_followup,0.8475,764.961975,0,0.0
TXN_002042,1200.77,card_expired,customer_followup,0.7124,855.428548,1,1200.77
TXN_002043,1070.53,insufficient_funds,retry_later,0.8197,877.513441,1,1070.53
TXN_002044,2105.6,network_error,retry_later,0.5676,1195.1385599999999,1,2105.6
TXN_002045,794.39,authentication_failed,customer_followup,0.5403,429.208917,0,0.0
TXN_002046,5547.1,limit_exceeded,alternate_payment,0.6769,3754.83199,0,0.0
TXN_002047,1808.42,card_expired,customer_followup,0.6418,1160.6439560000001,1,1808.42
TXN_002048,1791.3,authentication_failed,customer_followup,0.6805,1218.97965,0,0.0
TXN_002049,1302.58,bank_decline,alternate_payment,0.9205,1199.02489,1,1302.58
TXN_002050,2111.58,card_expired,customer_followup,0.6188,1306.645704,1,2111.58
TXN_002051,4126.14,bank_decline,alternate_payment,0.7076,2919.656664,1,4126.14
TXN_002052,759.66,bank_decline,alternate_payment,0.5943,451.465938,1,759.66
TXN_002053,936.25,card_expired,customer_followup,0.8814,825.21075,1,936.25
TXN_002054,1334.45,authentication_failed,customer_followup,0.6417,856.3165650000001,0,0.0
TXN_002055,470.66,card_expired,customer_followup,0.6458,303.95222800000005,0,0.0
TXN_002056,796.91,insufficient_funds,retry_later,0.6901,549.947591,1,796.91
TXN_002057,1123.02,bank_decline,alternate_payment,0.8716,978.824232,1,1123.02
TXN_002058,4334.62,bank_decline,alternate_payment,0.6097,2642.817814,1,4334.62
TXN_002059,2350.92,authentication_failed,customer_followup,0.751,1765.5409200000001,1,2350.92
TXN_002060,2194.24,insufficient_funds,retry_later,0.8519,1869.2730559999998,1,2194.24
TXN_002061,4233.98,network_error,retry_later,0.4196,1776.5780079999997,1,4233.98
TXN_002062,1575.97,authentication_failed,customer_followup,0.7652,1205.932244,1,1575.97
TXN_002063,2671.69,network_error,retry,0.95,2538.1055,1,2671.69
TXN_002064,1630.72,insufficient_funds,retry_later,0.7577,1235.596544,1,1630.72
TXN_002065,2357.51,bank_decline,alternate_payment,0.7577,1786.2853270000003,1,2357.51
TXN_002066,1009.53,insufficient_funds,retry_later,0.5199,524.854647,0,0.0
TXN_002067,157.78,limit_exceeded,alternate_payment,0.6724,106.091272,1,157.78
TXN_002068,1580.85,insufficient_funds,retry_later,0.8472,1339.2961199999997,1,1580.85
TXN_002069,7500.67,authentication_failed,customer_followup,0.7421,5566.247207,1,7500.67
TXN_002070,4565.19,bank_decline,alternate_payment,0.5698,2601.2452619999995,1,4565.19
TXN_002071,4747.61,bank_decline,alternate_payment,0.8805,4180.270605,1,4747.61
TXN_002072,6223.77,bank_decline,alternate_payment,0.8749,5445.176373,1,6223.77
TXN_002073,1975.66,limit_exceeded,alternate_payment,0.8755,1729.69033,1,1975.66
TXN_002074,2202.43,card_expired,customer_followup,0.7235,1593.458105,0,0.0
TXN_002075,974.91,insufficient_funds,retry_later,0.6035,588.358185,0,0.0
TXN_002076,1318.07,bank_decline,alternate_payment,0.8768,1155.683776,1,1318.07
TXN_002077,3346.84,card_expired,customer_followup,0.6389,2138.296076,1,3346.84
TXN_002078,6026.28,authentication_failed,customer_followup,0.6291,3791.132748,1,6026.28
TXN_002079,1572.71,limit_exceeded,alternate_payment,0.6224,978.854704,0,0.0
TXN_002080,1152.64,limit_exceeded,alternate_payment,0.5405,623.00192,0,0.0
TXN_002081,1809.0,card_expired,customer_followup,0.7089,1282.4001,1,1809.0
TXN_002082,3298.45,limit_exceeded,alternate_payment,0.6994,2306.93593,1,3298.45
TXN_002083,426.73,authentication_failed,customer_followup,0.9374,400.016702,1,426.73
TXN_002084,181.97,network_error,retry_later,0.5469,99.51939300000001,0,0.0
TXN_002085,1042.59,limit_exceeded,alternate_payment,0.8103,844.8106769999999,1,1042.59
TXN_002086,533.41,insufficient_funds,retry_later,0.6595,351.783895,1,533.41
TXN_002087,1087.74,card_expired,customer_followup,0.5596,608.699304,1,1087.74
TXN_002088,1559.65,authentication_failed,customer_followup,0.8267,1289.3626550000001,1,1559.65
TXN_002089,1149.12,network_error,retry,0.95,1091.6639999999998,1,1149.12
TXN_002090,7726.93,bank_decline,alternate_payment,0.8411,6499.120823,1,7726.93
TXN_002091,2506.76,network_error,retry_later,0.5788,1450.9126880000001,0,0.0
TXN_002092,2441.76,bank_decline,alternate_payment,0.8752,2137.0283520000003,0,0.0
TXN_002093,3368.45,authentication_failed,customer_followup,0.7763,2614.9277349999998,1,3368.45
TXN_002094,578.92,insufficient_funds,retry_later,0.6403,370.68247599999995,1,578.92
TXN_002095,5110.8,network_error,retry,0.8365,4275.184200000001,1,5110.8
TXN_002096,1676.12,limit_exceeded,alternate_payment,0.8682,1455.2073839999998,1,1676.12
TXN_002097,3535.04,authentication_failed,customer_followup,0.6264,2214.349056,1,3535.04
TXN_002098,619.02,authentication_failed,customer_followup,0.773,478.50246,1,619.02
TXN_002099,382.31,authentication_failed,customer_followup,0.9045,345.799395,1,382.31
TXN_002100,4096.51,bank_decline,alternate_payment,0.6285,2574.656535,1,4096.51
